Key,Description,Standard,Chinese,TraditionalChinese,English
SAY.chapterFlow04.5574.熊小龙,,可是叔叔自己说什么都可以的。,可是叔叔自己说什么都可以的。,可是叔叔自己說什麼都可以的。,But uncle said himself， anything.
SAY.chapterFlow04.5575.黄乐飘,,人家就跟你客气一下！,人家就跟你客气一下！,人家就跟你客氣一下！,They were just being polite!
SAY.chapterFlow04.5576.熊小龙,,那我不客气了。,那我不客气了。,那我不客氣了。,Then I'm not gonna be polite!
SAY.chapterFlow04.5578.黄乐飘,,……,……,……,......
SAY.chapterFlow04.5580.主角,,哈哈哈哈。,哈哈哈哈。,哈哈哈哈。,Hahahaha.
SAY.chapterFlow04.5581.主角,,行，我去买。,行，我去买。,行，我去買。,Alright， I'll go buy it.
SAY.chapterFlow04.5584.黄乐飘,,你们要坐一会儿吗？,你们要坐一会儿吗？,你們要坐一會兒嗎？,Do you want to sit a while?
SAY.chapterFlow04.5585.熊小龙,,莫去！我刚坐了！,莫去！我刚坐了！,莫去！我剛坐了！,No! I just sat there!
SAY.chapterFlow04.5586.熊小龙,,那石头烫屁股的！,那石头烫屁股的！,那石頭燙屁股的！,That rock is hot， burnt my bum!
SAY.chapterFlow04.5587.旁白1,,哈哈哈哈哈。,哈哈哈哈哈。,哈哈哈哈哈。,Hahahaha.
SAY.chapterFlow04.5588.李颖,,雪条的另一个名字，是什么？,雪条的另一个名字，是什么？,雪條的另一個名字，是什麼？,What's another name for Popsicle?
SAY.chapterFlow04.5589.熊小龙,,雪糕。,雪糕。,雪糕。,Ice bar?
SAY.chapterFlow04.5590.李颖,,不对，三个字的！,不对，三个字的！,不對，三個字的！,No， something else!
SAY.chapterFlow04.5591.付毓滢,,那是什么？,那是什么？,那是什麼？,What is it then?
SAY.chapterFlow04.5592.李颖,,语文老师教过我们的！用普通话讲的！,语文老师教过我们的！用普通话讲的！,語文老師教過我們的！用普通話講的！,We learned it in class! In Standard Chinese!
SAY.chapterFlow04.5593.李颖,,电视里也有播，可是我想不起来了……,电视里也有播，可是我想不起来了……,電視裏也有播，可是我想不起來了……,It's on TV too， but I don't remember.
SAY.chapterFlow04.5594.黄乐飘,,哦！我知道！,哦！我知道！,哦！我知道！,Oh! I know!
SAY.chapterFlow04.5595.黄乐飘,,我看过那个广告！,我看过那个广告！,我看過那個廣告！,I've seen that commercial!
SAY.chapterFlow04.5596.黄乐飘,,“公激凌”！,“公激凌”！,“公激淩”！,“Kid Ice!”
SAY.chapterFlow04.5597.黄乐飘,,“冰仔公激凌” ！,“冰仔公激凌” ！,“冰仔公激淩” ！,“Frosty Kid Ice!”
SAY.chapterFlow04.5598.女儿,,不是公仔冰激凌吗？,不是公仔冰激凌吗？,不是公仔冰激淩嗎？,Not Kiddo Ice Cream?
SAY.chapterFlow04.5599.黄乐飘,,……啊？,……啊？,……啊？,Ah...?
SAY.chapterFlow04.5600.女儿,,冰激凌，不是公激凌。,冰激凌，不是公激凌。,冰激淩，不是公激淩。,Ice cream， not kid ice.
SAY.chapterFlow04.5601.女儿,,老师说，雪糕和雪条都可以叫冰激凌。,老师说，雪糕和雪条都可以叫冰激凌。,老師說，雪糕和雪條都可以叫冰激淩。,Teacher said， Popsicle， Ice bar， can all be called Ice cream.
SAY.chapterFlow04.5602.付毓滢,,嗯，是冰激凌，我记得了。,嗯，是冰激凌，我记得了。,嗯，是冰激淩，我記得了。,Yeah， it's ice cream I remember now.
SAY.chapterFlow04.5603.黄乐飘,,……对啊，我就是想说冰激凌啊！,……对啊，我就是想说冰激凌啊！,……對啊，我就是想說冰激淩啊！,....Yeah， I was just thinking it's ice cream.
SAY.chapterFlow04.5604.熊小龙,,老黄，你真是老了。,老黄，你真是老了。,老黃，你真是老了。,Old Huang， your'e really old.
SAY.chapterFlow04.5605.熊小龙,,几个字都能说错。,几个字都能说错。,幾個字都能說錯。,You can mess up a few words.
SAY.chapterFlow04.5606.黄乐飘,,……我才没有！,……我才没有！,……我才沒有！,...I didn't!
SAY.chapterFlow04.5607.旁白1,,哈哈哈哈哈。,哈哈哈哈哈。,哈哈哈哈哈。,Hahahaha!
SAY.chapterFlow04.5608.旁白1,,冰仔公激凌！,冰仔公激凌！,冰仔公激淩！,Frosty Kid Ice!
SAY.chapterFlow04.5609.黄乐飘,,叔叔，你吃糖吗？,叔叔，你吃糖吗？,叔叔，你吃糖嗎？,Uncle， do you want candy?
SAY.chapterFlow04.5610.主角,,我不吃，你们吃吧。,我不吃，你们吃吧。,我不吃，你們吃吧。,Nah， all yours.
SAY.chapterFlow04.5611.熊小龙,,为什么你有糖？,为什么你有糖？,為什麼你有糖？,Why do you have candy?
SAY.chapterFlow04.5612.黄乐飘,,刚才小卖部奶奶给的，是赠品。,刚才小卖部奶奶给的，是赠品。,剛才小賣部奶奶給的，是贈品。,Oh， the Granny at the small store gave it to me， said it was a giveaway.
SAY.chapterFlow04.5613.熊小龙,,什么叫赠品？,什么叫赠品？,什麼叫贈品？,What's a giveaway?
SAY.chapterFlow04.5614.黄乐飘,,就是买别的东西送的。,就是买别的东西送的。,就是買別的東西送的。,When you buy something you get something.
SAY.chapterFlow04.5615.黄乐飘,,买雪条送糖果。,买雪条送糖果。,買雪條送糖果。,Buy ice cream， get candy.
SAY.chapterFlow04.5616.主角,,不是赠品。,不是赠品。,不是贈品。,Not a giveaway.
SAY.chapterFlow04.5617.主角,,桃子奶奶喜欢小朋友，特意送给你们吃的。,桃子奶奶喜欢小朋友，特意送给你们吃的。,桃子奶奶喜歡小朋友，特意送給你們吃的。,Granny Taozi likes kids， she sent it over just for you all.
SAY.chapterFlow04.5618.熊小龙,,那你为什么不给我吃？,那你为什么不给我吃？,那你為什麼不給我吃？,Then how come you didn't give me any.
SAY.chapterFlow04.5619.黄乐飘,,我们是娃仔，应该先给叔叔选。,我们是娃仔，应该先给叔叔选。,我們是娃仔，應該先給叔叔選。,We're kids， we should let uncle pick first.
SAY.chapterFlow04.5620.黄乐飘,,恐龙让梨懂不懂？,恐龙让梨懂不懂？,恐龍讓梨懂不懂？,Konglong passes the pear， do you understand?
SAY.chapterFlow04.5621.熊小龙,,什么恐龙？,什么恐龙？,什麼恐龍？,What Konglong?
SAY.chapterFlow04.5622.黄乐飘,,恐龙让梨，一个故事。,恐龙让梨，一个故事。,恐龍讓梨，一個故事。,Konglong passes the pear， the story.
SAY.chapterFlow04.5623.黄乐飘,,恐龙跟它哥哥吃梨子，总是把大的让给它哥。,恐龙跟它哥哥吃梨子，总是把大的让给它哥。,恐龍跟它哥哥吃梨子，總是把大的讓給它哥。,Konglong was eating pears with their brother， and always gave their brother the bigger one.
SAY.chapterFlow04.5624.黄乐飘,,尊敬长辈，懂不懂？,尊敬长辈，懂不懂？,尊敬長輩，懂不懂？,Respect your elders， got it?
SAY.chapterFlow04.5625.女儿,,是孔融让梨吧？,是孔融让梨吧？,是孔融讓梨吧？,You mean Kong Rong right?
SAY.chapterFlow04.5626.付毓滢,,对啊，孔融是一个人，不是恐龙。,对啊，孔融是一个人，不是恐龙。,對啊，孔融是一個人，不是恐龍。,Yeah， Kong Rong is a person， not a dinosaur.
SAY.chapterFlow04.5629.黄乐飘,,……,……,……,……
SAY.chapterFlow04.5630.旁白1,,哈哈哈哈哈。,哈哈哈哈哈。,哈哈哈哈哈。,Hahahaha.
SAY.chapterFlow04.5633.冬夕,,你在做什么？,你在做什么？,你在做什麼？,What are you doing?
SAY.chapterFlow04.5634.冬夕,,开托儿所？,开托儿所？,開托兒所？,Opening a daycare?
SAY.chapterFlow04.5637.主角,,地主妹的同学，来家里找她玩。,地主妹的同学，来家里找她玩。,地主妹的同學，來家裏找她玩。,Kid's classmates， came over to play.
SAY.chapterFlow04.5639.主角,,玩了大半天了。,玩了大半天了。,玩了大半天了。,Played all day.
SAY.chapterFlow04.5640.主角,,我带他们出来吃雪条，商量接下来要去哪里。,我带他们出来吃雪条，商量接下来要去哪里。,我帶他們出來吃雪條，商量接下來要去哪里。,I brought them out for ice cream， now we're discussing what to do next.
SAY.chapterFlow04.5641.熊小龙,,我们玩捉迷藏吧！这么多人！,我们玩捉迷藏吧！这么多人！,我們玩捉迷藏吧！這麼多人！,Let's play hide and seek! So many people!
SAY.chapterFlow04.5642.黄乐飘,,可是覃茁荔玩不了啊。,可是覃茁荔玩不了啊。,可是覃茁荔玩不了啊。,Ah but Qin Zhuoli can't run around.
SAY.chapterFlow04.5758.黄乐飘,,她不能剧烈运动。,她不能剧烈运动。,她不能劇烈運動。,She can't do lots of exercise.
SAY.chapterFlow04.5643.熊小龙,,对哦，那怎么办？,对哦，那怎么办？,對哦，那怎麼辦？,Oh yeah， then what?
SAY.chapterFlow04.5644.女儿,,没关系，你们玩吧。,没关系，你们玩吧。,沒關係，你們玩吧。,Don't worry， ya'll go ahead.
SAY.chapterFlow04.5645.付毓滢,,不行，要玩就一起玩。,不行，要玩就一起玩。,不行，要玩就一起玩。,No， we play together.
SAY.chapterFlow04.5646.李颖,,对啊。,对啊。,對啊。,Yeah.
SAY.chapterFlow04.5647.李颖,,你不玩我们也不玩了。,你不玩我们也不玩了。,你不玩我們也不玩了。,If you can't play we won't play.
SAY.chapterFlow04.5648.女儿,,不要……,不要……,不要……,No...
SAY.chapterFlow04.5657.冬夕,,这有啥难的？,这有啥难的？,這有啥難的？,What's so hard?
SAY.chapterFlow04.5759.冬夕,,荔荔不能跑，叫你老头背着你不就行了吗？,荔荔不能跑，叫你老头背着你不就行了吗？,荔荔不能跑，叫你老頭背著你不就行了嗎？,If Lili can't run around， get your old man to carry you， right?
SAY.chapterFlow04.5654.主角,,……,……,……,......
SAY.chapterFlow04.5666.黄乐飘,,是哦！,是哦！,是哦！,Oh yeah!
SAY.chapterFlow04.5667.黄乐飘,,等于叔叔替覃茁荔走！,等于叔叔替覃茁荔走！,等於叔叔替覃茁荔走！,Uncle you have to walk for Lili!
SAY.chapterFlow04.5668.黄乐飘,,那她就不用运动了！,那她就不用运动了！,那她就不用運動了！,Then she doesn't have to run around!
SAY.chapterFlow04.5669.李颖,,对呀对呀！,对呀对呀！,對呀對呀！,Yea yeah!
SAY.chapterFlow04.5670.付毓滢,,叔叔背着茁荔，带她到躲起来的地方。,叔叔背着茁荔，带她到躲起来的地方。,叔叔背著茁荔，帶她到躲起來的地方。,Uncle carries Zhuoli to where she wants to hide if she's not it.
SAY.chapterFlow04.5671.付毓滢,,如果是茁荔做鬼，就带她去找我们。,如果是茁荔做鬼，就带她去找我们。,如果是茁荔做鬼，就帶她去找我們。,If she is it， then he'll carry her to find us.
SAY.chapterFlow04.5672.熊小龙,,叔叔，那你按覃茁荔的指挥走就好啦！,叔叔，那你按覃茁荔的指挥走就好啦！,叔叔，那你按覃茁荔的指揮走就好啦！,Uncle， you just follow Qin Zhuoli's commands!
SAY.chapterFlow04.5673.女儿,,阿爸……,阿爸……,阿爸……,Dad...
SAY.chapterFlow04.5674.主角,,可以。,可以。,可以。,Sure.
SAY.chapterFlow04.5675.主角,,那要在哪里玩？,那要在哪里玩？,那要在哪里玩？,Where do we want to play?
SAY.chapterFlow04.5676.冬夕,,走吧，来我厂里。,走吧，来我厂里。,走吧，來我廠裏。,Come to my factory.
SAY.chapterFlow04.5677.冬夕,,大把位置，随便你躲。,大把位置，随便你躲。,大把位置，隨便你躲。,Lots of places， hide wherever.
SAY.chapterFlow04.5678.主角,,这么多设备不危险咯？,这么多设备不危险咯？,這麼多設備不危險咯？,It's not dangerous with all the equipment?
SAY.chapterFlow04.5679.冬夕,,这段时间没订单，好久都没开机了。,这段时间没订单，好久都没开机了。,這段時間沒訂單，好久都沒開機了。,No one's made any orders lately， nothing's turned on.
SAY.chapterFlow04.5680.冬夕,,又有工人在，不怕的。,又有工人在，不怕的。,又有工人在，不怕的。,Plus there's other workers， don't worry.
SAY.chapterFlow04.5681.主角,,你不会也想玩吧？,你不会也想玩吧？,你不會也想玩吧？,You want to play too?
SAY.chapterFlow04.5682.冬夕,,我肯定要玩啊！,我肯定要玩啊！,我肯定要玩啊！,Yeah I want to play!
SAY.chapterFlow04.5683.冬夕,,我是捉迷藏专家！,我是捉迷藏专家！,我是捉迷藏專家！,I'm an expert!
SAY.chapterFlow04.5684.旁白1,,哈哈哈哈哈。,哈哈哈哈哈。,哈哈哈哈哈。,Hahahaha.
SAY.chapterFlow04.5688.旁白1,,剪刀，石头，布！,剪刀，石头，布！,剪刀，石頭，布！,Rock， paper， scissors!
SAY.chapterFlow04.5690.女儿,,啊……,啊……,啊……,Ah.....
SAY.chapterFlow04.5691.李颖,,哈哈，茁荔第一把就要当鬼。,哈哈，茁荔第一把就要当鬼。,哈哈，茁荔第一把就要當鬼。,Haha， Zhuoli has to be it the first round.
SAY.chapterFlow04.5692.女儿,,阿爸，怎么办？,阿爸，怎么办？,阿爸，怎麼辦？,Dad， what do we do?
SAY.chapterFlow04.5693.主角,,不怕，当鬼很简单的。,不怕，当鬼很简单的。,不怕，當鬼很簡單的。,Don't worry， it's easy to be it.
SAY.chapterFlow04.5694.主角,,看我把他们全逮出来。,看我把他们全逮出来。,看我把他們全逮出來。,Watch me find all of them.
SAY.chapterFlow04.5695.黄乐飘,,叔叔你不能通风报信。,叔叔你不能通风报信。,叔叔你不能通風報信。,Uncle you can't sell us out.
SAY.chapterFlow04.5696.黄乐飘,,要覃茁荔自己找。,要覃茁荔自己找。,要覃茁荔自己找。,Qin Zhuoli has to find us herself.
SAY.chapterFlow04.5697.熊小龙,,老黄你真是争强好胜。,老黄你真是争强好胜。,老黃你真是爭強好勝。,Old Huang， you're competitive.
SAY.chapterFlow04.5698.付毓滢,,叔叔那我们去躲啦。,叔叔那我们去躲啦。,叔叔那我們去躲啦。,Okay Uncle， we're off to hide.
SAY.chapterFlow04.5699.冬夕,,你们注意安全啊。,你们注意安全啊。,你們注意安全啊。,You be careful.
SAY.chapterFlow04.5700.冬夕,,莫搞摸我的东西，弄坏了要你们父母赔。,莫搞摸我的东西，弄坏了要你们父母赔。,莫搞摸我的東西，弄壞了要你們父母賠。,Don't break my stuff， if you do I'll make your parents  pay for it.
SAY.chapterFlow04.5704.主角,,十、九、八、七…………,十、九、八、七…………,十、九、八、七…………,10， 9， 8， 7....
SAY.chapterFlow04.5707.旁白1,,阿爸。,阿爸。,阿爸。,Dad.
SAY.chapterFlow04.5708.旁白1,,这里地方好大，东西好多！,这里地方好大，东西好多！,這裏地方好大，東西好多！,This place is huge， so many things!
SAY.chapterFlow04.5709.旁白2,,没关系，不要紧张。,没关系，不要紧张。,沒關係，不要緊張。,Don't worry， don't get nervous
SAY.chapterFlow04.5710.旁白2,,藏着人的地方，多多少少会有点古怪。,藏着人的地方，多多少少会有点古怪。,藏著人的地方，多多少少會有點古怪。,If it looks suspicious， someone is probably hiding there.
SAY.chapterFlow04.5711.旁白2,,只要你认真观察，就能发现他们藏在哪里。,只要你认真观察，就能发现他们藏在哪里。,只要你認真觀察，就能發現他們藏在哪里。,If you look closely you can find where they're hiding.
SAY.chapterFlow04.5712.旁白2,,嗯！我会找到他们的！,嗯！我会找到他们的！,嗯！我會找到他們的！,Yeah， I'll find them!
SAY.chapterFlow04.5714.李颖,,我还想继续玩……,我还想继续玩……,我還想繼續玩……,I want to keep playing.
