Key,Description,Standard,Chinese,TraditionalChinese
SAY.chapterFlow06.6145.UI旁白1,,{wvo}连阿爸也变老了{w=3},{wvo}Even Dad is older.{w=3},{wvo}Even Dad is older.{w=3}
SAY.chapterFlow06.6147.UI旁白1,,{wvo}大人们总爱说{w=3},{wvo}Adults love to say{w=3},{wvo}Adults love to say{w=3}
SAY.chapterFlow06.6148.UI旁白1,,{wvo}“一眨眼就过去了这么多年。”{w=3},{wvo}“One blink and years have gone by”{w=3},{wvo}“One blink and years have gone by”{w=3}
SAY.chapterFlow06.6149.UI旁白1,,{wvo}“回想起来，已经是很多年前的事啦。”{w=3},{wvo}“Thinking back， that was so long ago”{w=3},{wvo}“Thinking back， that was so long ago”{w=3}
SAY.chapterFlow06.6151.UI旁白1,,{wvo}这些话，过去的我是无法理解的{w=3},{wvo}I couldn't understand it in the past{w=3},{wvo}I couldn't understand it in the past{w=3}
SAY.chapterFlow06.6152.UI旁白1,,{wvo}小时候的每一天都很漫长{w=3},{wvo}Everyday was so long when I was a kid{w=3},{wvo}Everyday was so long when I was a kid{w=3}
SAY.chapterFlow06.6153.UI旁白1,,{wvo}我总盼望着快点长大{w=3},{wvo}I always couldn't wait to get older{w=3},{wvo}I always couldn't wait to get older{w=3}
SAY.chapterFlow06.6154.UI旁白1,,{wvo}像大人一样生活{w=3},{wvo}Live like adults{w=3},{wvo}Live like adults{w=3}
SAY.chapterFlow06.6156.UI旁白1,,{wvo}现在我倒希望{w=3},{wvo}But now I'd rather{w=3},{wvo}But now I'd rather{w=3}
SAY.chapterFlow06.6157.UI旁白1,,{wvo}时间可以慢下来{w=3},{wvo}That time can slow down{w=3},{wvo}That time can slow down{w=3}
SAY.chapterFlow06.6158.UI旁白1,,{wvo}让我多陪陪他们{w=3},{wvo}So I can spend time with them more{w=3},{wvo}So I can spend time with them more{w=3}
SAY.chapterFlow06.6159.UI旁白1,,{wvo}为他们做一点事情{w=3},{wvo}Do something for them{w=3},{wvo}Do something for them{w=3}
SAY.chapterFlow06.6161.UI旁白1,,{wvo}前天我准备离家返校{w=3},{wvo}Few days ago I was about to go back to school{w=3},{wvo}Few days ago I was about to go back to school{w=3}
SAY.chapterFlow06.6162.UI旁白1,,{wvo}阿爸在给我熨衬衣{w=3},{wvo}Dad was ironing for me{w=3},{wvo}Dad was ironing for me{w=3}
SAY.chapterFlow06.6163.UI旁白1,,{wvo}他说，要是你妈妈还在{w=3},{wvo}He said， if you were here{w=3},{wvo}He said， if you were here{w=3}
SAY.chapterFlow06.6164.UI旁白1,,{wvo}肯定熨得比我好多了{w=3},{wvo}You would do it better than him{w=3},{wvo}You would do it better than him{w=3}
SAY.chapterFlow06.6166.UI旁白1,,{wvo}我多想跟他说{w=3},{wvo}I wanted to tell him{w=3},{wvo}I wanted to tell him{w=3}
SAY.chapterFlow06.6167.UI旁白1,,{wvo}“不用了，阿爸”{w=3},{wvo}“Don't worry， Dad”{w=3},{wvo}“Don't worry， Dad”{w=3}
SAY.chapterFlow06.6168.UI旁白1,,{wvo}“以后我帮你熨衣服”{w=3},{wvo}“I'll iron for you from now on”{w=3},{wvo}“I'll iron for you from now on”{w=3}
SAY.chapterFlow06.6169.UI旁白1,,{wvo}只是，我到最后也说不出口{w=3},{wvo}But， in the end， I couldn't say it{w=3},{wvo}But， in the end， I couldn't say it{w=3}
SAY.chapterFlow06.6170.UI旁白1,,{wvo}我能做的，跟他做过的相比{w=3},{wvo}What I can do， compared to what he did{w=3},{wvo}What I can do， compared to what he did{w=3}
SAY.chapterFlow06.6171.UI旁白1,,{wvo}微不足道{w=3},{wvo}Is nothing{w=3},{wvo}Is nothing{w=3}
SAY.chapterFlow06.6173.UI旁白1,,{wvo}不过，妈妈，我明白的{w=3},{wvo}But， Mom， I get it{w=3},{wvo}But， Mom， I get it{w=3}
SAY.chapterFlow06.6174.UI旁白1,,{wvo}这是每个人长大的必经之路{w=3},{wvo}This is what everyone goes through growing up.{w=3},{wvo}This is what everyone goes through growing up.{w=3}
SAY.chapterFlow06.6177.UI旁白1,,{wvo}为了我的成长{w=3},{wvo}For us{w=3},{wvo}For us{w=3}
SAY.chapterFlow06.6178.UI旁白1,,{wvo}你们付出了一切{w=3},{wvo}You give everything{w=3},{wvo}You give everything{w=3}
SAY.chapterFlow06.6179.UI旁白1,,{wvo}如同那个黑夜{w=3},{wvo}Like that one dark night{w=3},{wvo}Like that one dark night{w=3}
SAY.chapterFlow06.6180.UI旁白1,,{wvo}阿爸带着我{w=3},{wvo}Dad took me{w=3},{wvo}Dad took me{w=3}
SAY.chapterFlow06.6181.UI旁白1,,{wvo}竭尽全力冲过了茫茫的洪水{w=3},{wvo}And did everything to go over the flood{w=3},{wvo}And did everything to go over the flood{w=3}
SAY.chapterFlow06.6182.UI旁白1,,{wvo}从那以后{w=3},{wvo}Since then{w=3},{wvo}Since then{w=3}
SAY.chapterFlow06.6183.UI旁白1,,{wvo}我就一直勇敢地向前走{w=3},{wvo}I've pushed forward bravely{w=3},{wvo}I've pushed forward bravely{w=3}
SAY.chapterFlow06.6184.UI旁白1,,{wvo}绝不放弃，也从未停步{w=3},{wvo}I won't give up， I won't stop{w=3},{wvo}I won't give up， I won't stop{w=3}
SAY.chapterFlow06.6187.UI旁白1,,{wvo}我读完了小学初中{w=3},{wvo}I finished grade school and middle school{w=3},{wvo}I finished grade school and middle school{w=3}
SAY.chapterFlow06.6188.UI旁白1,,{wvo}考上了县城的高中{w=3},{wvo}Tested into the county high school{w=3},{wvo}Tested into the county high school{w=3}
SAY.chapterFlow06.6189.UI旁白1,,{wvo}又来到了外省读大学{w=3},{wvo}Now I'm studying in another city{w=3},{wvo}Now I'm studying in another city{w=3}
SAY.chapterFlow06.6190.UI旁白1,,{wvo}每一次，当大巴刚驶出芷滨{w=3},{wvo}Everytime when the bus leaves Zhibin{w=3},{wvo}Everytime when the bus leaves Zhibin{w=3}
SAY.chapterFlow06.6191.UI旁白1,,{wvo}我看着四周的重重山影{w=3},{wvo}I look at the mountains around me{w=3},{wvo}I look at the mountains around me{w=3}
SAY.chapterFlow06.6192.UI旁白1,,{wvo}都会分外思念家里{w=3},{wvo}I would miss home even more{w=3},{wvo}I would miss home even more{w=3}
SAY.chapterFlow06.6194.UI旁白1,,{wvo}但是，我必须往前走{w=3},{wvo}But， I have to keep moving forward{w=3},{wvo}But， I have to keep moving forward{w=3}
SAY.chapterFlow06.6195.UI旁白1,,{wvo}我要带着你的企盼{w=3},{wvo}I want to carry the hope you have for me{w=3},{wvo}I want to carry the hope you have for me{w=3}
SAY.chapterFlow06.6196.UI旁白1,,{wvo}去看那些没见过的风景{w=3},{wvo}To go see places never seen{w=3},{wvo}To go see places never seen{w=3}
SAY.chapterFlow06.6197.UI旁白1,,{wvo}直到有一天{w=3},{wvo}Until one day{w=3},{wvo}Until one day{w=3}
SAY.chapterFlow06.6198.UI旁白1,,{wvo}我也会变成你的模样{w=3},{wvo}I'll be just like you{w=3},{wvo}I'll be just like you{w=3}
SAY.chapterFlow06.6200.UI旁白1,,{wvo}妈妈，你知道吗{w=3},{wvo}Mommy， do you know{w=3},{wvo}Mommy， do you know{w=3}
SAY.chapterFlow06.6201.UI旁白1,,{wvo}我比以前更快乐了{w=3},{wvo}I'm happier than ever{w=3},{wvo}I'm happier than ever{w=3}
SAY.chapterFlow06.6202.UI旁白1,,{wvo}我也比以前，更想你{w=3},{wvo}And， I miss you， more than ever{w=3},{wvo}And， I miss you， more than ever{w=3}
SAY.chapterFlow06.6228.旁白1,,付毓莹！,Fu Yaying!,Fu Yaying!
SAY.chapterFlow06.6229.旁白2,,付大小姐！,Miss Fu!,Miss Fu!
SAY.chapterFlow06.6232.付毓滢,,哈喽哈喽！,Hello hello!,Hello hello!
SAY.chapterFlow06.6233.付毓滢,,好久不见！,Long time no see!,Long time no see!
SAY.chapterFlow06.6234.熊小龙,,你化妆了？,You put on makeup?,You put on makeup?
SAY.chapterFlow06.6235.付毓滢,,晚上有约会，去县城看电影。,I have a date tonight， going to watch a movie!,I have a date tonight， going to watch a movie!
SAY.chapterFlow06.6236.熊小龙,,节目这么丰富。,So fancy.,So fancy.
SAY.chapterFlow06.6237.付毓滢,,李颖你头发这么长啦？,Li Ying your hair is so long now.,Li Ying your hair is so long now.
SAY.chapterFlow06.6238.李颖,,嘻嘻，留了好久咯。,Hehe， I spent a long time growing it.,Hehe， I spent a long time growing it.
SAY.chapterFlow06.6239.付毓滢,,我昨天就想找你。,I tried to find you yesterday,I tried to find you yesterday
SAY.chapterFlow06.6240.付毓滢,,打你手机说关机了。,But your cell phone was off.,But your cell phone was off.
SAY.chapterFlow06.6241.李颖,,嗯，我把卡拔出来了。,Yeah， I took out the simcard.,Yeah， I took out the simcard.
SAY.chapterFlow06.6242.李颖,,我用的是学校发的卡，在这边打要收漫游费。,I'm using the card from school， I have to pay roaming if I use it here.,I'm using the card from school， I have to pay roaming if I use it here.
SAY.chapterFlow06.6243.李颖,,跟你们又用不了短号。,I can't use the group chat either.,I can't use the group chat either.
SAY.chapterFlow06.6244.付毓滢,,那这几天怎么联系你？,How do we contact you these days?,How do we contact you these days?
SAY.chapterFlow06.6245.李颖,,你打我大快讯呗，还是高中那个号码。,Just call my old phone， the one from high school.,Just call my old phone， the one from high school.
SAY.chapterFlow06.6246.付毓滢,,你大快讯还没停机呀？,You didn't cancel it?,You didn't cancel it?
SAY.chapterFlow06.6247.李颖,,为什么要停？,Why would I?,Why would I?
SAY.chapterFlow06.6248.李颖,,它跟家里的固定电话是绑定的。,It's tied to the home phone.,It's tied to the home phone.
SAY.chapterFlow06.6249.李颖,,不用我给钱，多抵得。,I don't have to pay for it， worth it.,I don't have to pay for it， worth it.
SAY.chapterFlow06.6250.熊小龙,,那玩意儿信号太差了。,The signal is so bad.,The signal is so bad.
SAY.chapterFlow06.6251.熊小龙,,讲三句，断一句。,You hear like one word out of three.,You hear like one word out of three.
SAY.chapterFlow06.6252.熊小龙,,刚才跟她说了大半天，事情都没说清楚。,You try to explain something and it gets worse.,You try to explain something and it gets worse.
SAY.chapterFlow06.6253.李颖,,哈哈哈，或者聊天软件喊我呀。,Hahaha， or just use the messaging software.,Hahaha， or just use the messaging software.
SAY.chapterFlow06.6254.李颖,,我电脑整天都挂着的。,My computer is always on.,My computer is always on.
SAY.chapterFlow06.6255.付毓滢,,我也喜欢挂机。,I also like to leave my computer own.,I also like to leave my computer own.
SAY.chapterFlow06.6256.付毓滢,,现在都两个太阳了。,There's two suns now.,There's two suns now.
SAY.chapterFlow06.6257.熊小龙,,我马上三个了。,I'm about to have three.,I'm about to have three.
SAY.chapterFlow06.6258.付毓滢,,你整天偷我的菜！,You steal my veggies all day!,You steal my veggies all day!
SAY.chapterFlow06.6259.熊小龙,,你不也偷我的吗！？,Didn't you steal mine too?!,Didn't you steal mine too?!
SAY.chapterFlow06.6260.李颖,,呀，老黄来啦。,Ah Old Huang is here.,Ah Old Huang is here.
SAY.chapterFlow06.6263.黄乐飘,,不好意思。,Sorry.,Sorry.
SAY.chapterFlow06.6264.黄乐飘,,顾着学习忘记时间了。,I was studying so hard I forgot the time.,I was studying so hard I forgot the time.
SAY.chapterFlow06.6265.熊小龙,,I真是服了YOU。,I bow to you.,I bow to you.
SAY.chapterFlow06.6266.熊小龙,,你都考上重点大学了，还要这么努力咯？,You already got into a big name college， why are you still working so hard.,You already got into a big name college， why are you still working so hard.
SAY.chapterFlow06.6267.黄乐飘,,我专业有点冷门。,My major isn't popular.,My major isn't popular.
SAY.chapterFlow06.6268.黄乐飘,,趁现在多学几种技能，多考几本证书。,So I want to learn some more skills and get some more certificates.,So I want to learn some more skills and get some more certificates.
SAY.chapterFlow06.6269.黄乐飘,,将来就业方向能宽点。,So when I look for a job I can broaden my scope.,So when I look for a job I can broaden my scope.
SAY.chapterFlow06.6270.李颖,,你学的啥来着？,What are you studying again?,What are you studying again?
SAY.chapterFlow06.6271.黄乐飘,,图书管理。,Library Management.,Library Management.
SAY.chapterFlow06.6272.付毓滢,,去年叫你复读你不听。,I told you to retake a year and you ignored me.,I told you to retake a year and you ignored me.
SAY.chapterFlow06.6273.黄乐飘,,复读就算了，压力大，我也没有十足的信心。,Forget retaking a year， it's too stressful. Plus I'm not confident.,Forget retaking a year， it's too stressful. Plus I'm not confident.
SAY.chapterFlow06.6274.黄乐飘,,至少我学校是不错的。,Besides， my school is pretty good.,Besides， my school is pretty good.
SAY.chapterFlow06.6275.李颖,,对哦！这几天在高考！,Oh right! It's Gaokao time!,Oh right! It's Gaokao time!
SAY.chapterFlow06.6276.李颖,,不知道我表妹怎么样，考得好不好。,I wonder how my cousin is doing， if  she's doing well.,I wonder how my cousin is doing， if  she's doing well.
SAY.chapterFlow06.6277.付毓滢,,听说语文作文不好写。,I hear the essays are hard.,I hear the essays are hard.
SAY.chapterFlow06.6278.黄乐飘,,数学也难啊。,Math is hard too.,Math is hard too.
SAY.chapterFlow06.6279.李颖,,那估计够呛。,Yeah I bet it's tough.,Yeah I bet it's tough.
SAY.chapterFlow06.6280.李颖,,她成绩就跟我差不多，上本科线都很勉强。,Her grades are like mine， it'll be a struggle to get to undergrad.,Her grades are like mine， it'll be a struggle to get to undergrad.
SAY.chapterFlow06.6281.熊小龙,,喂，你们这帮大学生，讲点别的吧。,Hey， you college students， let's talk about something else.,Hey， you college students， let's talk about something else.
SAY.chapterFlow06.6282.熊小龙,,我连高考都没有参加，不想聊这种的。,I didn't even join Gaokao， I don't want to talk about it.,I didn't even join Gaokao， I don't want to talk about it.
SAY.chapterFlow06.6283.黄乐飘,,那你想聊什么？,Then what do you want to talk about?,Then what do you want to talk about?
SAY.chapterFlow06.6284.熊小龙,,有女同学介绍给我咩？,Any girl classmates you wannan introduce me to?,Any girl classmates you wannan introduce me to?
SAY.chapterFlow06.6285.付毓滢,,有啊，李颖。,Yeah， Li Ying.,Yeah， Li Ying.
